id,kind,title,abstract,org,year,status,url,source,is_synthetic
SYN-00291,project,Low-cost froth flotation and magnetic separation process for beneficiation of graphite ore,This project describes a froth flotation and magnetic separation process for beneficiation of graphite ore. Results indicate higher recovery and lower energy use than conventional routes.,IIT (ISM) Dhanbad,2018,Completed,,SYNTHETIC-DEMO,True
SYN-00292,paper,Improved hydrometallurgy route using acid leaching and solvent extraction for rare earth refining,This paper describes a hydrometallurgy route using acid leaching and solvent extraction for rare earth refining. Results indicate higher recovery and lower energy use than conventional routes.,KABIL,2021,Published,,SYNTHETIC-DEMO,True
SYN-00293,paper,Novel open-pit mining planning method for graphite ore bodies,This paper describes a open-pit mining planning method for graphite ore bodies. Results indicate higher recovery and lower energy use than conventional routes.,IIT Bombay,2017,Published,,SYNTHETIC-DEMO,True
SYN-00294,patent,Scalable geochemical survey and remote sensing approach for lithium exploration,This patent describes a geochemical survey and remote sensing approach for lithium exploration. Results indicate higher recovery and lower energy use than conventional routes.,IIT (ISM) Dhanbad,2023,Published,,SYNTHETIC-DEMO,True
SYN-00295,project,Low-cost hydrometallurgy route using acid leaching and solvent extraction for lithium refining,This project describes a hydrometallurgy route using acid leaching and solvent extraction for lithium refining. Results indicate higher recovery and lower energy use than conventional routes.,NFTDC,2025,Ongoing,,SYNTHETIC-DEMO,True
SYN-00296,project,Selective hydrometallurgy route using acid leaching and solvent extraction for lithium refining,This project describes a hydrometallurgy route using acid leaching and solvent extraction for lithium refining. Results indicate higher recovery and lower energy use than conventional routes.,KABIL,2024,Ongoing,,SYNTHETIC-DEMO,True
SYN-00297,patent,Novel hydrometallurgy route using acid leaching and solvent extraction for vanadium refining,This patent describes a hydrometallurgy route using acid leaching and solvent extraction for vanadium refining. Results indicate higher recovery and lower energy use than conventional routes.,IIT Bombay,2021,Under examination,,SYNTHETIC-DEMO,True
SYN-00298,patent,Energy-efficient geochemical survey and remote sensing approach for lithium exploration,This patent describes a geochemical survey and remote sensing approach for lithium exploration. Results indicate higher recovery and lower energy use than conventional routes.,KABIL,2025,Published,,SYNTHETIC-DEMO,True
SYN-00299,patent,Scalable hydrometallurgy route using acid leaching and solvent extraction for cobalt refining,This patent describes a hydrometallurgy route using acid leaching and solvent extraction for cobalt refining. Results indicate higher recovery and lower energy use than conventional routes.,NMDC R&D Centre,2022,Under examination,,SYNTHETIC-DEMO,True
SYN-00300,paper,Energy-efficient recycling process for graphite recovery from spent batteries and e-waste,This paper describes a recycling process for graphite recovery from spent batteries and e-waste. Results indicate higher recovery and lower energy use than conventional routes.,NMDC R&D Centre,2017,Published,,SYNTHETIC-DEMO,True
SYN-00301,patent,Energy-efficient lithium alloy and cathode materials for battery and magnet applications,This patent describes a lithium alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,CSIR-IMMT,2021,Published,,SYNTHETIC-DEMO,True
SYN-00302,paper,Selective froth flotation and magnetic separation process for beneficiation of cobalt ore,This paper describes a froth flotation and magnetic separation process for beneficiation of cobalt ore. Results indicate higher recovery and lower energy use than conventional routes.,BARC,2014,Published,,SYNTHETIC-DEMO,True
SYN-00303,patent,Energy-efficient rare earth alloy and cathode materials for battery and magnet applications,This patent describes a rare earth alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,CSIR-IMMT,2022,Under examination,,SYNTHETIC-DEMO,True
SYN-00304,paper,Selective lithium alloy and cathode materials for battery and magnet applications,This paper describes a lithium alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,CSIR-IMMT,2017,Published,,SYNTHETIC-DEMO,True
SYN-00305,paper,Energy-efficient froth flotation and magnetic separation process for beneficiation of rare earth ore,This paper describes a froth flotation and magnetic separation process for beneficiation of rare earth ore. Results indicate higher recovery and lower energy use than conventional routes.,BARC,2014,Published,,SYNTHETIC-DEMO,True
SYN-00306,paper,Selective lithium alloy and cathode materials for battery and magnet applications,This paper describes a lithium alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IIT Madras,2018,Published,,SYNTHETIC-DEMO,True
SYN-00307,patent,Scalable lithium alloy and cathode materials for battery and magnet applications,This patent describes a lithium alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,CSIR-IMMT,2023,Published,,SYNTHETIC-DEMO,True
SYN-00308,paper,Scalable geochemical survey and remote sensing approach for lithium exploration,This paper describes a geochemical survey and remote sensing approach for lithium exploration. Results indicate higher recovery and lower energy use than conventional routes.,IISc Bangalore,2016,Published,,SYNTHETIC-DEMO,True
SYN-00309,paper,Low-cost hydrometallurgy route using acid leaching and solvent extraction for vanadium refining,This paper describes a hydrometallurgy route using acid leaching and solvent extraction for vanadium refining. Results indicate higher recovery and lower energy use than conventional routes.,NFTDC,2023,Published,,SYNTHETIC-DEMO,True
SYN-00310,project,Improved geochemical survey and remote sensing approach for lithium exploration,This project describes a geochemical survey and remote sensing approach for lithium exploration. Results indicate higher recovery and lower energy use than conventional routes.,KABIL,2022,Ongoing,,SYNTHETIC-DEMO,True
SYN-00311,project,Energy-efficient open-pit mining planning method for nickel ore bodies,This project describes a open-pit mining planning method for nickel ore bodies. Results indicate higher recovery and lower energy use than conventional routes.,IIT Bombay,2025,Completed,,SYNTHETIC-DEMO,True
SYN-00312,paper,Scalable open-pit mining planning method for rare earth ore bodies,This paper describes a open-pit mining planning method for rare earth ore bodies. Results indicate higher recovery and lower energy use than conventional routes.,IIT Bombay,2013,Published,,SYNTHETIC-DEMO,True
SYN-00313,paper,Novel hydrometallurgy route using acid leaching and solvent extraction for rare earth refining,This paper describes a hydrometallurgy route using acid leaching and solvent extraction for rare earth refining. Results indicate higher recovery and lower energy use than conventional routes.,KABIL,2022,Published,,SYNTHETIC-DEMO,True
SYN-00314,patent,Novel hydrometallurgy route using acid leaching and solvent extraction for lithium refining,This patent describes a hydrometallurgy route using acid leaching and solvent extraction for lithium refining. Results indicate higher recovery and lower energy use than conventional routes.,CSIR-NML,2017,Published,,SYNTHETIC-DEMO,True
SYN-00315,patent,Improved lithium alloy and cathode materials for battery and magnet applications,This patent describes a lithium alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IIT Bombay,2017,Abandoned,,SYNTHETIC-DEMO,True
